Sixth Catalog of Orbits of Visual Binary Stars: Orbits																																	
RA(2000).	DEC(2000)	WDS.......	DD............	ADS..	HD....	HIP...	V1.11	*	V2.22	*	PPPPP.PPPPPP	*	eee.eeeeee	AAA.AAAAA	*	ee.eeeee	III.IIII	eee.eeee	NNN.NNNN	eee.eeee	TTTTT.TTTTTT	*	eee.eeeeee	E.EEEEEE	e.eeeeee	OOO.OOOO	eee.eeee	EQNX	LAST	G	N	REF.....	PNGFILE...........
191415.99	-84308.5	19143-0843	GC 26500	12188	179799	94521	6.55				703.6976	d	38.9773	6.68	m	0.84	50.25	12.82	27.7	20.93	48684.4805	d	34.6307	0		0			1991	9	n	HIP1997d	wds19143-0843r.png
191532.4	-251523.8	19155-2515	B   430	12214	179950	94643	5.5		5.7		19.95	y	0.09	0.132	a	0.004	82.1	1	285.1	0.5	2014.98	y	0.41	0.506	0.042	7.5	5.7	2000	2014	2	n	Tok2015c	wds19155-2515o.png
191626.78	143240.6	19164+1433	"CHR  85Aa,Ab"	12248	180555	94720	5.9		7.4		13.673	y	0.069	0.0583	a	0.0014	131.3	3.7	242.3	4.5	2008.572	y	1.101	0.022	0.01	262.7	28.7	2000	2014	4	n	Tok2015c	wds19164+1433o.png
191642.74	-455318	19167-4553	RST4036		179930	94739	10.2		10.2		7.7	y		0.26	a		117		20		1995.3	y		0.32		69		2000		3	n	Sod1999	wds19167-4553a.png
191653.09	631227	19169+6312	STF2509	12296	181566	94760	7.44		8.17		627	y		1.345	a		101.2		139.6		1737	y		0.75		325.4		2000	2011	4		Zir2014a	wds19169+6312a.png
191712.25	-663939.8	19172-6640	GLE   3		179366	94789	6.12		6.42		156.8	y	8	0.539	a	0.05	50.8	1	84.5	2	1950.69	y	0.5	0.568	0.02	98	2	2000	1991	3	n	Doc2007d	wds19172-6640a.png
191722.3	712049.7	19174+7121	BD+71  945		182189	94802	7.08				1037	d	34	18.2	m	1	132	5	90	90	48870	d	223	0.09	0.08	90	58		1991	9		Gln2007	wds19174+7121s.png
191757.89	201133.7	19180+2012	COU 321		181025	94847	8.92		8.92		354.12	y	20	0.484	a	0.02	101	2	142.2	3	2349.4	y	2	0.776	0.1	188.4	5	2000	1998	5	n	Doc2003e	wds19180+2012b.png
191859.06	-331641.8	19190-3317	I   253		180702	94926	8.77		7.25		60	y		0.5101	a		92.15		138.2		1937.5	y		0.78		133.1		1950	1952	4	n	B__1954	wds19190-3317a.png
191926.5	-13657.7	19194-0136	"HDS2734Aa,Ab"		181148	94960	10.97		11.37		41.19	y	5.46	0.321	a	0.018	30.4	7.2	27.8	39.7	2021.53	y	2.07	0.506	0.068	348.2	57.6	2000	2014	4		Tok2015c	wds19194-0136o.png
192007.47	263842.1	19201+2639	BD+26 3527		181602	95028	7.35				208.8	d		3	m	0.5	9.8	20.9	250	4.9	43811.9	d		0.37		161		2000		9	n	Ren2013	wds19201+2639f.png
192019.42	695457.2	19203+6955	NLTT 47736		182712	95044	9.43				901	d	60	16.1	m	3.3	78	6	247	92	48525	d	298	0.45	0.23	79	96		1991	9		Gln2007	wds19203+6955r.png
192032.84	-52457.1	19205-0525	"ISO  10Aa,Ab"		181391	95066	5.01				266.5	d		9.15	m	0.54	75.2	8.6	129.7	6.7	33420.2	d		0.83		152.7			1992	9	n	Jnc2005	wds19205-0525s.png
192136.09	522234.9	19216+5223	BU 1129	12366	182353	95156	7.69		7.84		121.7	y		0.18	a		138.9		148		1974.9	y		0.92		350		2000	1981	3	n	Baz1984a	wds19216+5223a.png
192143.62	-155718	19217-1557	ups Sgr		181615	95176	4.58				137.9343	d		2.1	m	0.3	50	10	80	10	33018.1	d		0		0		2000	2009	8	n	Bnu2011	wds19217-1557a.png
192209.28	-73512.6	19222-0735	A   102AB	12348	181782		9.5		9.5		429	y	20	0.352	a	0.009	40	0.4	67.5	2	1992.26	y	0.13	0.653	0.011	106.9	3	2000	2008	5		Lin2012a	wds19222-0735k.png
192516.45	-243030.4	19253-2431	FIN 327		182369	95477	5.8		5.8		5.72	y		0.069	a		97.3		259		1984.29	y		0.71		10.7		2000	1992	2	n	Msn1999c	wds19253-2431a.png
192529.75	30652.5	19255+0307	"BNU   6Aa,Ab"		182640	95501	3.4				1251.3	d		55.69	m	0.79	150		337		34955.5	d		0.36		191			1991	9	n	HIP1997d	wds19255+0307s.png
192625.57	492748.9	19264+4928	YSC 134		183255	95575	8.4		9.4		0.45677	y		25.7	m	1.2	141.2	9.2	29.1	10.3	1990.0465	y		0.139		58.8		2000	2014	2	n	Hor2015	wds19264+4928o.png
192633.71	271921.9	19266+2719	STF2525AB	12447	183032	95589	8.19		8.39		882.9	y		1.87	a		150.7		155.3		1887.72	y		0.958		62.5		2000	2014	4	n	Sca2015a	wds19266+2719i.png
192812.26	-120840.7	19282-1209	SCJ  22	12469	183063	95722	8.12		8.69		165.3	y	6	1.004	a	0.015	18.8	5	172	2	1983.94	y	0.2	0.572	0.014	343.6	1	2000	2004	3	n	Doc2009g	wds19282-1209k.png
192841.77	343638.2	19287+3437	LTT 15689		183536	95769	8.19				825.3107	d	25.7791	11.27	m	3.69	147.73	12	173.53	22.04	48024.8281	d	13.6953	0.7886	0.1822	289.45	22.22		1991	9	n	HIP1997d	wds19287+3437r.png
192935.87	122415.7	19296+1224	A  1653	12515	183512	95845	8.18		9.5		229.1	y		0.211	a		171.5		65.8		2039.864	y		0.073		332.4		2000	2007	4	n	Pru2014	wds19296+1224i.png
192937.86	-123848.1	19296-1239	HU   75	12505	183347	95847	7.09		9.15		129.67	y	2.7	0.496	a	0.013	31.5	3.4	183.1	5.9	2009.47	y	0.29	0.652	0.012	245.3	4.7	2000	2014	3	n	Tok2015c	wds19296-1239o.png
193012.6	563840.1	19302+5639	A   712	12552	184195	95901	7.49		7.94		95.41	y		0.177	a		99		98.6		1972.92	y		0.567		263		2000	1996	3	n	USN2006b	wds19302+5639a.png
193043.29	275734.9	19307+2758	"MCA  55Aa,Ac"	12540	183912	95947	3.37		5.16		213.859	y		0.536	a		154.9		170.4		1997.995	y		0.256		39.4		2000	2005	4	n	Sca2008a	wds19307+2758a.png
193047.57	633704.3	19308+6337	HU  951	12577		95955	10.05		10.36		153.74	y		0.204	a		32.3		126.2		1967.84	y		0.225		316.3		2000	2008	3	n	Hrt2014b	wds19308+6337i.png
193108.54	583513.1	19311+5835	MCA  56		184467	95995	7.02		8.4		494.16	d	0.58	0.0842	a	0.00084	144	1.29	256.9	2.66	46671.451	m	8.5	0.371	0.006	16.57	4.1		2009	1	n	CIA2010	wds19311+5835b.png
193116.38	472852.6	19313+4729	A   713	12567	184242	96011	7.5		7.93		64778	d	427	0.2919	a	0.0014	48.73	3.6	84.54	2.9	6	d	375	0.471	0.018	334.89	5.3	2000	2009	4	n	Zas2012c	wds19313+4729f.png
193137.8	174658.6	19316+1747	STF2536	12557	231683	96037	8.4		11.38		672.5	y		1.975	a		38.6		96.2		2079.33	y		0.089		75.3			1997	5	n	Sca2001e	wds19316+1747a.png
193336.43	384542.9	19336+3846	CHR  87		184603	96195	7.19		7.68		47.16	y		0.14	a		59.5		166.1		2020.44	y		0.198		80.8		2000	2010	3		Cve2012	wds19336+3846f.png
193437.45	180741.2	19346+1808	STT 375	12623	184591	96280	7.72		8.88		682	y		0.521	a		24		177.7		2271.2	y		0.2		159.4		2000	2011	4	n	Zir2015a	wds19346+1808i.png
193450.92	292746.5	19348+2928	WRH  32		184759	96302	5.9		6.4		4.56	y		0.03	a		114.6		29.3		1985.56	y		0.82		45.5			1987	4	n	Baz1989b	wds19348+2928a.png
193501.71	232827.3	19350+2328	A   162	12631	184739	96317	8.73		8.77		182.4	y		0.285	a		64.1		100.5		1835.8	y		0.561		267.7		2000	1987	3	n	Ole1994	wds19350+2328a.png
193504.51	503738.7	19351+5038	HU  679	12656	185082	96321	8.8		9.75		103.4	y		0.315	a		37.3		28		1977.3	y		0.579		81		2000	1996	3	n	Ana2005	wds19351+5038a.png
193536.44	400139	19356+4002	A  1400	12662	185036	96371	8.2		9.9		159	y		0.303	a		38.1		135.1		2010.7	y		0.19		3.3		2000	1991	5		USN2002	wds19356+4002a.png
193545.49	231614.2	19358+2316	A   163	12648	344620	96380	10.02		9.95		163.1	y		0.255	a		122.4		33		1986.3	y		0.23		333.3			1978	5	n	Baz1981b	wds19358+2316a.png
193855.76	351412.9	19389+3514	HU  953	12746	185696		8.8		9.2		282.797	y		0.68	a		30.8		184.4		2002.84	y		0.686		156		2000	2007	5		Msn2011c	wds19389+3514k.png
193905.98	762518	19391+7625	MLR 224		186922	96656	8.67		9.35		11.929	y	0.003	189	m	2	80.2	0.2	293	0.6	1993.15	y	0.004	0.24	0.003	250	0.1		2006	2	n	Bag2007	wds19391+7625a.png
193922.6	300911.6	19394+3009	MCA  57		185734	96683	4.7				434.171	d	0.015	26.9	m	0.75	80.8	0.63	251	0.86	28230.76	d	0.62	0.542	0.0063	34	1.3			1	n	Pbx2000b	wds19394+3009a.png
193926.31	221523.4	19394+2215	STF2556	12752	185661	96691	7.71		8.92		622.4	y		0.678	a		140.9		44.5		1970.31	y		0.476		356		2000	1997	4	n	Ari1999	wds19394+2215a.png
193949.46	-232539.4	19398-2326	SEE 389	12741	185404	96729	6.8		7.51		46.2	y	0.1	0.221	a	0.001	93.5	0.2	327.9	0.3	1976.63	y	0.6	0.088	0.007	0.4	4.7	2000	2014	2	n	Tok2015c	wds19398-2326o.png
194034.8	623953.4	19406+6240	STF2574	12803	186453	96796	7.73		8.91		685.13	y		1.302	a		78.9		107.6		2057.26	y		0.67		48.2		2000	1999	4		Zir2010	wds19406+6240a.png
194043.31	-3716.7	19407-0037	"CHR  88Aa,Ab"	12775	185762	96807	5.9		7.6		20.56	y	0.14	0.0854	a	0.0024	150.8	7	185.7	12.6	1996.01	y	1.04	0.058	0.03	328.1	27.5	2000	2014	3	n	Tok2015c	wds19407-0037o.png
194105.53	134856.5	19411+1349	KUI  93		185936	96840	6.69		6.75		65.17	y		0.163	a		67.5		164.3		2026.36	y		0.985		300.3		2000	2010	3	n	Doc2012k	wds19411+1349f.png
194149.09	503131.6	19418+5032	STFA 46AB	12815	186408	96895	6		6.23		135.127	c		35.242	a		135.44		313.44		153.25	y		0.863		26.6		2000	1998	4	n	Mrc1999	wds19418+5032a.png
194157.63	401514.6	19420+4015	KUI  94		186307	96907	6.5		7.8		79	y		0.34	a		106		338		1981	y		0.38		12		2000		3	n	Sod1999	wds19420+4015a.png
194303.27	-81826.6	19431-0818	GC 27279		186158	97016	7.08				898.6192	d	38.1478	11.58	m	1.06	142.17	14.77	128.24	21.85	48482.9609	d	270.4615	0.1991	0.1919	271.87	123.84		1991	9	n	HIP1997d	wds19431-0818r.png
194333.45	-152810.8	19436-1528	BUP 197A		186185	97063	5.49				1297	d	206	17.3	m	2.1	33	10	222	122	48919	d	370	0.38	0.16	126	102		1991	9		Gln2007	wds19436-1528r.png
194458.44	450750.5	19450+4508	STF2579AB	12880	186882	97165	2.89		6.27		918.1	y		3.408	a		146.9		95.7		1884.5	y		0.52		129.7		2000	2012	4	n	Sca2012c	wds19450+4508f.png
194533.52	333607	19464+3344	STF2576FG	12889	186858	97222	8.47		8.58		232	y		2.07	a		156		91		1945.3	y		0.77		128		2000		2	n	Sod1999	wds19464+3344b.png
194545.24	270738.5	19458+2710	KUI  95AB			97237	12.7		13.6		228	y		2.8	a		78		67		1961	y		0.5		179		2000		5	n	Sod1999	wds19458+2710a.png
194706.75	-195250.4	19471-1953	BU  146	12909	186752	97348	8.61		9.52		260.15	y		1.565	a		70.7		228.4		2262.78	y		0.886		262.6		2000	2010	5		Hrt2014b	wds19471-1953i.png
194708.04	-80909.9	19471-0809	A   108	12911	186847	97350	8.74		9.24		230.4	y		0.289	a		48.8		51.6		1946	y		0.69		267.4			1995	4	n	Doc1995c	wds19471-0809a.png
194723.27	183203.3	19474+1832	BLA   6		187076	97365	4.32		4.95		10.11	y		0.051	a		140		170.2		1979.93	y		0.44		257.7				2	n	Eat1995	wds19474+1832a.png
194723.94	-14828.8	19474-0148	A  2993	12924	186949	97367	9.06		9.09		138.36	y		0.22	a		116.1		327		1984.83	y		0.075		344.4		2000	2009	3	n	Hrt2014b	wds19474-0148i.png
194839.64	150332.4	19487+1504	A  1658	12961	187283	97469	8.3		8.74		88.1	y	1.3	0.224	a	0.001	169.8	5	51.5	40	1991.6	y	1.2	0.087	0.004	228.2	35	2000	2000	2	n	Doc2009g	wds19487+1504k.png
194843.81	351841.3	19487+3519	STT 387	12972	187458	97477	7.12		7.9		164.88	y	0.58	0.6432	a	0.0025	131.75	0.48	154.44	0.52	1870.5	y	1.2	0.0577	0.003	103.5	2.4	2000	2005	2	n	WSI2006b	wds19487+3519a.png
194858.65	190831.1	19490+1909	AGC  11AB	12973	187362	97496	5.64		6.04		8487.9	d	4.9	0.13605	a	0.00044	132.33	0.41	340.97	0.68	44199.6	m	5.9	0.7948	0.0019	355.3	1	2000	2007	1	n	Mut2010b	wds19490+1909a.png
194907.25	-614853.2	19491-6149	I   120AB		186602	97508	8.31		8.02		65.1	y		0.346	a		149		118		1997.3	y		0.68		141		2000		3	n	Hei1996c	wds19491-6149a.png
194937.33	-552527.5	19496-5525	I   658		186836	97548	9.16		10.06		275	y		0.95	a		129		119.8		1880	y		0.4		153		2000	1970	5	n	Hei1973c	wds19496-5525a.png
195114.13	-724742.2	19512-7248	HJ 5137A		186502	97690	7.31				1051	d	67	8	m	1	61	8	44	96	48848	d	363	0.08	0.17	105	68		1991	9		Gln2007	wds19512-7248s.png
195201.89	-102113.5	19520-1021	BU  148AB	13028	187774	97766	7.74		8.41		783.31	y		1.365	a		120.5		38.1		2032.84	y		0.62		217.5		2000	2002	4	n	Lin2004b	wds19520-1021a.png
195252.58	410449.3	19529+4105	SAO 48932		188307	97837	7.73				512.0666	d	9.3499	10.36	m	1.17	142.04	9.43	188.44	15.1	48260.1406	d	21.0864	0.4323	0.1309	345.82	22.84		1991	9	n	HIP1997d	wds19529+4105r.png
195306.39	-143611.1	19531-1436	CHR  90		187949	97849	9.25		6.61		94.24	y	0.72	0.333	a	0.004	120.4	0.4	10.1	0.5	2000.45	y	0.7	0.308	0.007	272.3	1.8	2000	2009	4	n	Cve2010b	wds19531-1436e.png
195308.3	-252741.2	19531-2528	B   454	13048	187858	97851	8.71		8.87		47.21	y		0.196	a		78.8		153.8		2006.84	y		0.764		32		2000	2009	3	n	Doc2010j	wds19531-2528c.png
195327.69	240446.6	19535+2405	DJU   4		188260	97886	4.63		7.37		615.25	y	104.12	1.555	a	0.241	85.9	1.5	68.1	0.3	2027.82	y	94.79	0.079	0.042	169.7	4.4	2000	2004	5	n	Cve2008d	wds19535+2405a.png
195354.48	442453.3	19539+4425	"MCY   3Aa,Ab"				13.5		16.8		15.22	y		0.8	a		135		80		1983.1	y		0.32		38		2000	1989	5	n	Hrr1990	wds19539+4425a.png
195456.19	504911.9	19549+5049	HU  687	13135	188871	97997	8.54		8.63		142.1	y		0.141	a		24.6		172.2		1960.5	y		0.316		76.4			1992	3	n	Doc1994d	wds19549+5049a.png
195458.41	415215	19550+4152	HO  581	13125	188753	98001	8.03		8.72		25.7	y		0.27	a		34		43		1988.2	y		0.5		236		2000		1	n	Sod1999	wds19550+4152a.png
195519.49	-64404.7	19553-0644	STF2597AB	13104	188405	98038	6.94		7.98		425	y	22	1.085	a	0.024	103.05	0.84	264.03	0.77	1974.28	y	0.23	0.9414	0.002	327.9	1.7	2000		4	n	Hrt1996a	wds19553-0644a.png
195520.02	295920.6	19553+2959	BD+29 3805		332954	98039	7.87				295.36	d		2.4	m	0.7	136.9	25.1	238.4	16.2	42770.7	d		0.12		149.3		2000		9	n	Ren2013	wds19553+2959f.png
195537.82	522620.5	19556+5226	"YR    2Aa,Ab"	13148	189037	98055	5.6		6.1		54.08	y		0.141	a		113		216.7		2016.9	y		0.484		259.9		2000	2010	4		Hrt2013c	wds19556+5226a.png
195553.36	250009.4	19559+2500	COU1037				9.8		10.7		39	y	0.4	0.157	a	0.01	99	3.5	155.7	4	2001.45	y	0.1	0.292	0.012	245.8	8	2000	2007	4	n	Doc2010h	wds19559+2500b.png
195719.48	51245.1	19573+0513	A   604	13156	188914	98203	9.06		9.85		228.15	y	17.63	0.291	a	0.016	108	1.2	94.7	1.9	1935.43	y	5.63	0.268	0.019	306	12.2	2000	2014	3	n	Tok2015c	wds19573+0513o.png
195756.12	421538.9	19579+4216	STT 392AB	13186	189377	98253	6.6		8.4		270.3	y		0.26	a		112.7		140.9		2027	y		0.523		34.1		2000	1997	4		Zir2010b	wds19579+4216a.png
195802.8	45608.4	19580+0456	A   606	13169	189044	98272	9.52		9.33		144.937	y		0.37	a		41.63		154.81		1912.09	y		0.354		331.52			1975	4	n	Zae1982	wds19580+0456a.png
195804.28	-480801.2	19581-4808	HDS2842		188581	98274	8.61		10.78		32.04	y	7.08	0.273	a	0.031	74.1	0.9	254.7	7.9	2015.65	y	0.23	0.807	0.061	67.2	6	2000	2014	4		Tok2015c	wds19581-4808o.png
195832.66	331638.8	19585+3317	STF2606AB	13196	189378	98315	7.74		8.43		455	y		1.081	a		82.4		127.4		1745.7	y		0.69		240.5		2000	2012	5		Zir2015a	wds19585+3317i.png
195910.58	230604.6	19592+2306	14 Vul		189410	98375	5.68				284	d	7	5.9	m	3.7	91	8	194	94	48552	d	88	0.44	0.31	90	98		1991	9		Gln2007	wds19592+2306r.png
195947.49	-95726.2	19598-0957	HO  276		189340	98416	6.22		7.83		4.895	y	0.0054	0.15	a	0.0027	6	20	147	3	1982.81	y	0.031	0.592	0.0094	142	4.3			2	n	Pbx2000b	wds19598-0957a.png
200014.72	-552225	20002-5522	B   459BC		188908	98457	10.98		11.07		72.78	y		0.292	a		44.9		64.6		2044.56	y		0.229		278.7		2000	2015	4	n	Doc2015e	wds20002-5522o.png
200112.74	-383512.7	20012-3835	HDO 294		189386	98556	8.08		9.11		4484.5	y		4.916	a		40.86		116.65		1922.73	y		0.9474		137.62		1900	1974	5	n	Dom1978	wds20012-3835a.png
200126.66	104454.8	20014+1045	STF2613AB	13256	189783	98578	7.48		8.02		2356	y		3.822	a		81.5		162		888	y		0.67		52.2				5	n	Hop1973b	wds20014+1045a.png
200201.45	245616.8	20020+2456	STT 395	13277	190004	98636	5.83		6.19		1201	y		2.687	a		79		84.5		1863.7	y		0.932		276.5		2000	2009	4		Zir2013a	wds20020+2456f.png
200300.77	281824.6	20030+2818	BD+27 3593		190228	98714	7.31				1146	d	16	1.8	m	0.5	4.3	1.4	61	22.8	51236	d	25	0.5	0.04	100.7	3.2			9	n	SaJ2011	wds20030+2818o.png
200800.45	420339.4	20080+4204	A   383	13418	227855		10.37		10.43		453	y		0.478	a		115		251		2318.9	y		0.678		94		2000	2008	5		Hrt2013c	wds20080+4204a.png
200808.89	-392929.6	20081-3929	RST2134		190759	99185	10.49		10.9		98	y		0.163	a		180		119		1990	y		0.14		180		2000	1989	4	n	Hei1990c	wds20081-3929a.png
200808.89	-392929.6	20081-3929	RST2134		190759	99185	10.49		10.9		151.79	y		0.259	a		133.1		22.2		1977.23	y		0.258		18.9		2000	2015	5	n	Doc2015e	wds20081-3929o.png
200856.8	620436	20089+6205	STF2652	13449	191940	99257	7.29		7.78		495	y		0.495	a		111.2		141.3		2185	y		0.72		85.8		2000	2005	4		Zir2014a	wds20089+6205a.png
200932.98	334053.8	20096+3341	BD+33 3766		191589	99312	7.28				377.3	d		2.42	m	1.8	122.5	32	255.1	34.3	48844.02	d		0.253		82.4	49.6		1993	9		Pbx2000a	wds20096+3341r.png
201013.32	435644.2	20102+4357	STT 400	13461	191854	99376	7.6		9.83		85.61	y		0.449	a		116.4		142.2		1970.27	y		0.488		339.4		2000		2	n	Hei1997	wds20102+4357a.png
201118.26	-4917.3	20113-0049	"MKT  10Aa,Ab"		191692	99473	3.23				17.122	d	0.001	3.2	m	0.1	143.5	3	99	5	47801.7	d	0.1	0.6	0.02	215	10	2000	1992	1	n	MkT1995	wds20113-0049a.png
201215.32	-80532.1	20123-0806	BU 1205	13493	191841	99558	7.5		8.8		139.9	y		0.486	a		78.3		231.24		1983.5	y		0.384		10.4		2000	2008	4		Hrt2010a	wds20123-0806a.png
201326.74	-461203.6	20134-4612	CD-4613445		191760	99661	8.25				505.6	d	0.4	1.9	m	0.8	15.4	13.9	85.8	31.3	54835.7	d	2.1	0.63	0.01	200.4	0.3			9	n	SaJ2011	wds20134-4612o.png
201333.86	-382651.5	20136-3827	GC 28055		191889	99668	6.91				737.8686	d	34.038	11.25	m	0.94	105.86	5.06	119.25	5.1	47644.0625	d	40.7013	0		0			1991	9	n	HIP1997d	wds20136-3827r.png
201337.9	464428.8	20136+4644	"WRH  33Aa,Ab"	13554	192577	99675	3.93				10.04	y		0.043	a		104.7		144.9		1963.012	y		0.118		129.8		2000	1985	3	n	Msn2013a	wds20136+4644f.png
201504.77	374145.1	20151+3742	COU2416		192744		8		8.5		56.88	y		0.223	a		37.8		95.7		1995.77	y		0.477		248.7		2000	2009	4	n	Doc2013g	wds20151+3742e.png
201521.5	641153.5	20154+6412	MLR  60AB		193215	99832	8.46		8.5		50	y		0.239	a		107.5		176		1963.9	y		0.035		68.2		2000	2008	3		Doc2012j	wds20154+6412f.png
201528.32	474251.1	20155+4743	omi 2 Cyg		192909	99848	4.02	v			1147.51	d		3.4	m	0.2	57.1	4.2	48	2.3	52646.9	d		0.304		221.4		2000		9	n	Ren2013	wds20155+4743f.png
201540.26	433859.6	20157+4339	A  2095AB	13611	192911	99862	9.06		9.82		148.58	y		0.345	a		94.5		147.5		2049.9	y		0.758		101.6		2000	2009	4	n	Lin2012c	wds20157+4339f.png
201546.16	274851.2	20158+2749	"CHR  94Aa,Ab"		192806	99874	4.52				25.33	y		0.111	a		71.5		97.5		2009.56	y		0.4		293.8		2000	2006	3		Cve2009b	wds20158+2749a.png
201654.53	501643.4	20169+5017	BD+49 3245		193216	99965	8.2				418.77	d		3.7	m	0.8	124.9	12.1	174.1	8.6	50218	d		0.084		243		2000		9	n	Ren2013	wds20169+5017f.png
201734.66	262213	20176+2622	BU  984	13649	193095		8.22		9.39		286.5759	y	28.928	0.8	a	0.0523	70.19	7.45	43.99	3.16	2080.014	y	9.62	0.0885	0.0774	2.98	14.6	2000	1994	5		Pop2000a	wds20176+2622a.png
201806.99	404355.6	20181+4044	"CHR  96Aa,Ab"	13672	193322	100069	5.8				35.2	y	1.45	54.5	m	3.7	46.2	6.9	255.2	15	1994.84	y	1.69	0.489	0.081	70.4	7.5	2000	2010	3	n	CIA2011b	wds20181+4044b.png
201806.99	404355.6	20181+4044	"CIA   6Ab1,2"	13672	193322	100069	5.8				312.4	d		3.9	m	1.2	51	34	25	19	50123.5	d		0		180		2000	2010	8	n	CIA2011b	wds20181+4044c.png
201813.44	291215	20182+2912	A  1205	13665	334100	100079	9.17		10.08		493.2	y		1.942	a		98.1		285.72		1970.78	y		0.913		74		2000	2005	5	n	WSI2006b	wds20182+2912b.png
201949.69	452149.7	20198+4522	STT 406	13723	193701	100241	7.25		8.74		113.5	y		0.336	a		128.7		101.3		1914.5	y		0.85		151.5		2000	1975	3	n	Hei1976	wds20198+4522a.png
202003.65	233817.2	20201+2338	SAO 88531		193554	100259	8.29				832.0012	d	50.1881	14.95	m	1.45	36.29	10.76	97.88	21.03	48574.1094	d	50.8726	0.3255	0.1375	146.62	38.79		1991	9	n	HIP1997d	wds20201+2338r.png
202014.47	-343506.6	20202-3435	I  1416		193194	100266	7.09		8.19		18.6	y		0.1521	a		99.8		125.5		1957.8	y		0.71		0			1960	4	n	B__1961d	wds20202-3435a.png
202015.22	392411.8	20203+3924	A  1427AB	13728	193702	100268	6.57		8.17		82.55	y		0.207	a		49.2		78		1947.5	y		0.859		224.9			1985	4	n	Doc1987b	wds20203+3924a.png
202027.98	435116.3	20205+4351	"IOT   2Aa,Ab"		193793	100287	6.85				2896.35	d	0.9	8.99	m	0.19	118.9	0.9	354.2	0.7	46155.7	m	3	0.901	0.005	48.2	1.9	2009		3	n	CIA2011d	wds20205+4351a.png
202028.13	-274928.4	20205-2749	RST3255		193280		10.6		10.6		45.7	y		0.217	a		55.4		98		1951.9	y		0.16		91.9		2000	1984	4	n	Hei1986a	wds20205-2749a.png
202046.55	-144705.5	20210-1447	"BAR  12Ba,Bb"	13717	193452	100325	6.16		9.14		538.62	y		0.943	a		112.6		96.6		2073.19	y		0.07		107.7		2000	2008	5		Zir2010	wds20210-1447a.png
202057.88	443629.7	20210+4437	A   725	13744		100341	9.46		10.23		166.85	y	7.08	0.715	a	0.021	65.7	1.7	226.4	0.9	1959.85	y	0.97	0.494	0.021	341.4	2.5		2006	4	n	Hrt2009	wds20210+4437a.png
202100.67	-144653	20210-1447	"BLA   7Aa,Ab"	13717	193495	100345	3.1		4.9		3.765	y		0.0665	a	0.0023	80.9	3.2	34.3	2.1	2015.704	y	0.035	0.043		120		2000	2014	3	n	Tok2015c	wds20210-1447o.png
202100.67	102821	20210+1028	J   838	13734	357347		11.52		12		239.84	y		7.451	a		77.6		103		1967.51	y		0.784		258.1		2000	1995	5		Ole2002b	wds20210+1028a.png
202117.43	25021.9	20213+0250	HLD 158	13738		100355	9.71		9.78		291	y		0.97	a		128		43.4		1961.5	y		0.79		202				4	n	Hei1998	wds20213+0250a.png
202135.69	192940.1	20216+1930	COU 327AB		193797	100397	9.1		9.1		42.46	y	1	0.147	a	0.002	85	0.5	68	0.5	1986.6	y	0.1	0.577	0.003	303	1	2000	2005	3	n	Doc2008a	wds20216+1930c.png
202205.35	454741.6	20221+4548	HR 7798		194152	100437	5.59				1124.06	d		4.3	m	0.6	23.9	9	243.5	3.8	49281	d		0.759		108.1		2000		9	n	Ren2013	wds20221+4548f.png
202308.98	205151.1	20231+2052	A   288	13777	194113	100536	8.72		8.98		163.2	y		0.206	a		30		24.5		1979.2	y		0.533		138.6			1991	3	n	Doc1994d	wds20231+2052a.png
202353.17	-422522.2	20239-4225	BU  763AB		193807	100591	5.67		7.25		700	y		2.032	a		80		40.7		1912	y		0.401		177.3		2000	1992	5	n	USN2002	wds20239-4225a.png
202505	593600.4	20251+5936	A   730	13850	194882	100714	6.94		7.63		88.44	y	1.1	0.197	a	0.02	129.6	4.3	56.6	4	1932.47	y	0.4	0.818	0.02	266.5	2.5	2000	2008	2	n	Pru2010	wds20251+5936d.png
202505	593600.4	20251+5936	A   730	13850	194882	100714	6.94		7.63		175.089	y		0.231	a		118.5		152.2		2038.638	y		0.005		309.2		2000	2008	3	n	Pru2010	wds20251+5936b.png
202644.38	-433356.4	20267-4334	I  1420		194327	100836	9.38		9.61		81.5	y		0.457	a		79.9		159.3		1980.4	y		0.353		56.8			1991	4		Zir2001	wds20267-4334a.png
202652.97	-372410.6	20269-3724	R   321		194433	100852	6.58		8.09		177.5	y		1.045	a		140		148		1949.5	y		0.67		223		2000	1986	4	n	Hei1988d	wds20269-3724a.png
202724.67	724438.2	20274+7245	A   871	13914			9.4		9.6		149	y		0.316	a		57		72.1		2024	y		0.67		248				5		Hei1998	wds20274+7245a.png
202851.62	-174849.2	20289-1749	SHJ 323AB	13887	194943	101027	4.97		6.88		278	y		1.877	a		113.3		162		1965	y		0.91		144.5		2000	1985	5	n	Hei1986b	wds20289-1749a.png
202902.58	70929.3	20290+0710	A   610	13894	195090	101046	9.52		9.91		170.62	y		0.472	a		30.3		72		1984.25	y		0.232		285.2			2000	3	n	Cot2002	wds20290+0710a.png
202934.83	625938.9	20296+6300	the Cep		195725	101093	4.22				840.6	d		19.79	m	0.55	104	1.6	95.4	1.7	16214.5	d		0.03		83.7			1992	9	n	Jnc2005	wds20296+6300s.png
